signalGroup,category,forwardHorizon,sampleSize,winRate,avgReturn,medianReturn,maxReturn,minReturn,avgWinner,avgLoser,profitFactor,positiveReturnCount,negativeReturnCount,missingPriceRows,readyStatus,matchedSignalRows,totalSignalRows
flow3D > 0 and flow5D > 0 and flow10D > 0,Persistent inflow,3D,206,0.587378640776699,0.031250337732616304,0.011323906129230399,0.3508399720646782,-0.3145840032066832,0.09023596383294527,-0.05271743589255787,2.4366425707223685,121,85,2,Usable,208,753
flow3D > 0 and flow5D > 0 and flow10D > 0,Persistent inflow,5D,199,0.6030150753768844,0.05441478159732172,0.016150188893779394,0.5085764581705792,-0.23705593371992417,0.12618139286641897,-0.05459779248231968,3.51054373843662,120,79,9,Usable,208,753
flow3D > 0 and flow5D > 0 and flow10D > 0,Persistent inflow,10D,180,0.7111111111111111,0.1404642226291704,0.06840033668163448,1.100196942438358,-0.2434345321126965,0.2211376387659679,-0.058116494015254094,9.366339321387034,128,52,28,Usable,208,753
flow3D > 0 and flow5D > 0 and flow10D > 0,Persistent inflow,20D,125,0.776,0.3497468659610444,0.16247604851158215,1.6971935115585235,-0.35277246624865055,0.47925751381888676,-0.0989150212607667,16.784962864334812,97,28,83,Usable,208,753
flow1D > 0 after prior 3D flow < 0,Reversal,1D,156,0.5705128205128205,0.009228031695259046,0.005791582844647314,0.21702890391221685,-0.11591797182162267,0.0384025367195061,-0.029526161545904955,1.727699173383929,89,67,0,Usable,156,753
flow1D > 0 after prior 3D flow < 0,Reversal,3D,151,0.6357615894039735,0.027026117396980635,0.019514974258633577,0.5013440847293478,-0.21267833108453915,0.0734949596261276,-0.05408313449389409,2.3719429827408693,96,55,5,Usable,156,753
flow1D > 0 after prior 3D flow < 0,Reversal,5D,147,0.673469387755102,0.04625601290849306,0.0235793160038944,0.6236558912365213,-0.23650402575884366,0.09653700710309115,-0.05744853761786551,3.4658423940143335,99,48,9,Usable,156,753
flow1D > 0 after prior 3D flow < 0,Reversal,10D,140,0.6428571428571429,0.08001035939192588,0.03924228647661809,0.8469945991983534,-0.19040389916966327,0.15875817608759368,-0.06173571066027616,4.628839838423435,90,50,16,Usable,156,753
flow1D > 0 after prior 3D flow < 0,Reversal,20D,124,0.6209677419354839,0.16416211015124804,0.10496570129368421,0.9895947479458571,-0.19480719271414837,0.3005254093841227,-0.0592415928472913,8.310886239122372,77,47,32,Usable,156,753
flow3D > 0 after prior 5D flow < 0,Reversal,1D,98,0.5714285714285714,0.008388352156237126,0.00490625738780992,0.21702890391221685,-0.1469891062579861,0.034723441947531006,-0.026725100898821377,1.7323759701408583,56,42,0,Usable,98,753
flow3D > 0 after prior 5D flow < 0,Reversal,3D,96,0.59375,0.02209081691293858,0.021945955864446698,0.5013440847293478,-0.2005854449142065,0.06608135653957295,-0.04220304869521934,2.288470789650853,57,39,2,Usable,98,753
flow3D > 0 after prior 5D flow < 0,Reversal,5D,93,0.6559139784946236,0.033095819588385575,0.01461652906705524,0.6236558912365213,-0.23278502154341574,0.07962795020519799,-0.05560605439991305,2.729752752946557,61,32,5,Usable,98,753
flow3D > 0 after prior 5D flow < 0,Reversal,10D,87,0.5517241379310345,0.044558015943833844,0.01068397878809102,0.5617530184515322,-0.1920254912845647,0.12662954603469415,-0.05645309801414807,2.7607297818574708,48,39,11,Usable,98,753
flow3D > 0 after prior 5D flow < 0,Reversal,20D,76,0.6052631578947368,0.11574151021260977,0.09515615396131216,0.9116263088747278,-0.28303359409214035,0.2402710711674935,-0.07520381658487858,4.898895550613605,46,30,22,Watch,98,753
flow1D < 0 after prior 3D flow > 0,Reversal,1D,155,0.5290322580645161,0.003696893287387078,0.0015714372907364993,0.20945195833403107,-0.14882091144644438,0.03496861860655018,-0.03143025022180983,1.2497456394262383,82,73,0,Usable,155,753
flow1D < 0 after prior 3D flow > 0,Reversal,3D,150,0.52,0.01295886838017046,0.003779500557376969,0.3137902806330477,-0.2005854449142065,0.06588919567839323,-0.044382319526237536,1.6082972396863628,78,72,5,Usable,155,753
flow1D < 0 after prior 3D flow > 0,Reversal,5D,144,0.5625,0.027402120969706772,0.0083058585234278,0.49290469316316554,-0.24435931492000773,0.09445405261432484,-0.05880750543051646,2.065058259159348,81,63,11,Usable,155,753
flow1D < 0 after prior 3D flow > 0,Reversal,10D,131,0.6717557251908397,0.08730400714222111,0.02757143293108255,0.7549918110327429,-0.23048666058556944,0.16283619180899137,-0.06727348705954125,4.953603188225518,88,43,24,Usable,155,753
flow1D < 0 after prior 3D flow > 0,Reversal,20D,106,0.6509433962264151,0.18386580414286421,0.10449334756317774,1.6203799086279926,-0.35277246624865055,0.32926347162095454,-0.08728119737033128,7.035099173812091,69,37,49,Usable,155,753
flow1D < 0 and flow3D < 0 and flow5D < 0,Large outflow risk,1D,258,0.4806201550387597,0.003083207455538209,-0.0005879553359531831,0.34219901709166867,-0.1352422233862426,0.029366045928096208,-0.021238225160858746,1.2795113413429005,124,134,0,Usable,258,753
flow1D < 0 and flow3D < 0 and flow5D < 0,Large outflow risk,3D,251,0.5099601593625498,0.013821909613672561,0.0025385864284943604,0.5022576806058359,-0.09515276588134525,0.05748451692444087,-0.031615600433305836,1.892144545263475,128,123,7,Usable,258,753
flow1D < 0 and flow3D < 0 and flow5D < 0,Large outflow risk,5D,245,0.5510204081632653,0.028664062936558547,0.008541234833052913,0.6868159832413527,-0.15617645488065834,0.0819588647516758,-0.03674319383653988,2.737537730537089,135,110,13,Usable,258,753
flow1D < 0 and flow3D < 0 and flow5D < 0,Large outflow risk,10D,231,0.5541125541125541,0.04973386084199449,0.013389059239249823,0.6525307822523425,-0.2012616575151368,0.1294773901249555,-0.04936489399508326,3.2594811434657247,128,103,27,Usable,258,753
flow1D < 0 and flow3D < 0 and flow5D < 0,Large outflow risk,20D,222,0.6576576576576577,0.1146193088885321,0.0850765088904405,0.9219683878371479,-0.2611315720139695,0.2096095403588182,-0.06786192525175437,5.933680154468524,146,76,36,Usable,258,753
